SKU,Article Code,Brand Name,Title,Bullet Points,Description,Keywords,BARCODE
KNF6065,KNF6065,Krypton,Krypton KNF6065 Reachargeble Fan,"• Battery:6V4.5Ah Sealed Lead-Acid, Rechargeable battery 
 • Duration time of Night Light:24hrs
 • Duration time of Fan:
 • High:4hrs Low:5-6hrs
 • Powerful Motor 
 • Five Leaf Blade
 • LED Night Light
 • Oscillation
 • 3 speed fan: Low-Middle-High
 • AC:220-240V 50/60Hz 8W",Krypton KNF6065 Reachargeble Fan,"fan, krypton fan, Rechargeable fan, cooling fan, fast fan, electric fan, fan with led, fan with torch",
KNF6111,KNF6111,Krypton,Krypton KNF6111 Wall Fan,"• 16 Inch Wall Fan 
 • 100 % High performance copper motor whisper quiet with fuse
 • 3 speed
 • 5 ""AS"" blades
 • Stream Lind and portable design
 • Self-protection when over heated
 • Can pass tropic temperature test
 • Wide angle horizontal oscillation
 • AC220-240V 50-60Hz 60W",Krypton KNF6111 Wall Fan,"fan, krypton fan, Rechargeable fan, cooling fan, fast fan, electric fan, fan with led, fan with torch",
KNF6112,KNF6112,Krypton,Krypton KNF6112 Stand Fan,"• 16 inch stand fan 
 • Piano button switches with 3 speed 
 • 5 ""AS"" blade 
 • Self-protection when over heated
 • Height adjustable, max height is 1.3m from button to top of guard ring
 • Can pass tropic temperature test
 • Wide angle horizontal oscillation
 • AC: 220-240V 50-60Hz 60W",Krypton KNF6112 Stand Fan,"fan, krypton fan, Rechargeable fan, cooling fan, fast fan, electric fan, fan with led, fan with torch",
KNF6113,KNF6113,Krypton,Krypton KNF6113 Stand Fan,"• 16 inch stand fan
 • Three mode ,sleeping, natural and normal
 • LED display 
 • Piano Litton switches with 3 speed
 • 5 ""AS"" blade
 • 7.5 hours timer
 • Stream Lind and portable design
 • Self-protection when over heated
 • Height adjustable, max height is 1.3m from bottom to top of guard ring
 • Can pass tropic temperature test
 • Wide angle horizontal oscillation
 • AC220-240V 50-60Hz 60W",Krypton KNF6113 Stand Fan,"fan, krypton fan, Rechargeable fan, cooling fan, fast fan, electric fan, fan with led, fan with torch",
KNF6115,KNF6115,Krypton,Krypton KNF6115 Box Fan,"• Strong blade for powerful breeze
 • 3 speed settings
 • Up to 60mins timer
 • Full child protective outer safety grill 
 • High quality motor with overheat protection
 • AC: 220-240V 50/60Hz 45W",Krypton KNF6115 Box Fan,"fan, krypton fan, Rechargeable fan, cooling fan, fast fan, electric fan, fan with led, fan with torch",
KNF6116,KNF6116,Krypton,Krypton KNF6116 Table Fan,"• Super quite motor
 • 2 in 1 desk fan & clip fan 
 • A perfect size for home office or anywhere
 • With oscillation control
 • Easy 2 speed control
 • The safety net cover design, precision metal, more safety
 • Ac 220-240V 50/60Hz 35W",Krypton KNF6116 Table Fan,"fan, krypton fan, Rechargeable fan, cooling fan, fast fan, electric fan, fan with led, fan with torch, Table Fan",
KNF6131,KNF6131,Krypton,Krypton KNF6131 Mini Reachargeble Fan,"• Using the brushless motor and improved PCB, ensured the super strong wind and long life
 • Intelligent control system, reliable performance
 • Power supply can be USB or international standard lithium battery , more convenient
 • A professional handy fan with simple design and firm structure
 • Battery voltage :3.7V
 • Input DC:5V",Krypton KNF6131 Mini Reachargeble Fan,"fan, krypton fan, Rechargeable fan, cooling fan, fast fan, electric fan, fan with led, fan with torch, Table Fan",
KNF6132,KNF6132,Krypton,Krypton KNF6132 Mini Reachargeble Fan,"• Using the brushless motor and improved PCB, ensured the super strong wind and long life
 • Intelligent control system, reliable performance
 • Power supply can be USB or international standard lithium battery , more convenient
 • A professional handy fan with simple design and firm structure
 • Battery voltage :3.7V
 • Input DC:5V",Krypton KNF6132 Mini Reachargeble Fan,"fan, krypton fan, Rechargeable fan, cooling fan, fast fan, electric fan, fan with led, fan with torch, Table Fan",
KNFL5024,KNFL5024,Krypton,Krypton KNFL5024 Rechargeable Flash Light,"• Flashlight/2SC *2 PCS 1X12
 • High capacity Rechargeable 1900mAh battery
 • Hyper bright CREE LED
 • High polished reflector withstands extreme temperatures and delivers superior optical performance
 • High quality tempered unbreakable lens
 • Precision machined high strength aluminum alloy flashlight case
 • Anodized inside and out for improved corrosion resistance and durability
 • Water resistant seals throughout the flashlight protect all international components from harsh environmental conditions",Krypton KNFL5024 Rechargeable Flash Light,"flash light, Led light, LED light, Rechargeable light, battery, torch, Krypton light, Krypton flashlight, Emergency light",
KNFL5025,KNFL5025,Krypton,Krypton KNFL5025 Rechargeable Flash Light,"• Flashlight/3SC *2 PCS 1X12
 • High capacity Rechargeable 1900mAh battery
 • High polished reflector withstands extreme temperatures and delivers superior optical performance
 • High quality tempered unbreakable lens
 • Precision machined high strength aluminum alloy flashlight case
 • Anodized inside and out for improved corrosion resistance and durability
 • Water resistant seals throughout the flashlight protect all international components from harsh environmental conditions",Krypton KNFL5025 Rechargeable Flash Light,"flash light, Led light, LED light, Rechargeable light, battery, torch, Krypton light, Krypton flashlight, Emergency light",
KNFL5031,KNFL5031,Krypton,Krypton KNFL5031 Rechargeable Flash Light,"• Rechargeable Flashlight 1X60
 • Battery:4V900mAh sealed lead-acid Rechargeable battery
 • Light source:1X3W Hi-power LED Lamp
 • Charge time:6-8 hours
 • Duration:Torch:1 hour
 • LED:3 hour
 • Dimension:65x65x200mm",Krypton KNFL5031 Rechargeable Flash Light,"flash light, Led light, LED light, Rechargeable light, battery, torch, Krypton light, Krypton flashlight, Emergency light",
KNFL5036,KNFL5036,Krypton,Krypton KNFL5036 Rechargeable Flash Light,"• Power source: DC 5V INPUT CHARGE 5W
 • Battery: 4V 900mAh sealed lead-acid Rechargeable battery
 • Light source: 1W torch+ 5W light
 • Charge time: 6-8 hours 
 • Duration: torch: 4 hours Light: 2.5 hours
 • Dimension:54x54x170mm
 • Power : 1W torch+ 5W light
 • Battery: 4V 1600mAh sealed lead-acid Rechargeable battery
 • Light source: 16x0.5W Hi-Power LED light
 • Charge time: 6-8 hours (AC)
 • Duration: torch: 1hours/Strong Light
 • hours/Weak Light
 • Dimension: 46x45x136mm
 • Power : 8 W",Krypton KNFL5036 Rechargeable Flash Light,"flash light, Led light, LED light, Rechargeable light, battery, torch, Krypton light, Krypton flashlight, Emergency light",
KNFL5039,KNFL5039,Krypton,Krypton KNFL5039 Rechargeable Flash Light,"• This is high power aluminum flashlight, with unbreakable lens.
 • High capacity Rechargeable 1900mAh battery.
 • Hyper bright Cree led.
 • High polished reflector withstands extreme temperatures and delivers superior optical performance.
 • High quality tempered unbreakable lens.
 • Precision machined high strength aluminum alloy flashlight case.
 • Anodized inside and out for improved corrosion resistance and durability.
 • Water resistant seals throughout the flashlight protect all international components from harsh environmental conditions.",Krypton KNFL5039 Rechargeable Flash Light,"flash light, Led light, LED light, Rechargeable light, battery, torch, krypton light, krypton flashlight, Emergency light",
KNFL5040,KNFL5040,Krypton,Krypton KNFL5040 Rechargeable Flash Light,"• This is high power aluminum flashlight, with unbreakable lens.
 • High capacity Rechargeable 1900mAh battery.
 • Hyper bright Cree led.
 • High polished reflector withstands extreme temperatures and delivers superior optical performance.
 • High quality tempered unbreakable lens.
 • Precision machined high strength aluminum alloy flashlight case.
 • Anodized inside and out for improved corrosion resistance and durability.
 • Water resistant seals throughout the flashlight protect all international components from harsh environmental conditions.",Krypton KNFL5040 Rechargeable Flash Light,"flash light, Led light, LED light, Rechargeable light, battery, torch, krypton light, krypton flashlight, Emergency light",
KNFL5041,KNFL5041,Krypton,Krypton KNFL5041 Rechargeable Flash Light,"• This is high power aluminum flashlight, with unbreakable lens.
 • High capacity Rechargeable 1900mAh battery.
 • Hyper bright Cree led.
 • High polished reflector withstands extreme temperatures and delivers superior optical performance.
 • High quality tempered unbreakable lens.
 • Precision machined high strength aluminum alloy flashlight case.
 • Anodized inside and out for improved corrosion resistance and durability.
 • Water resistant seals throughout the flashlight protect all international components from harsh environmental conditions",Krypton KNFL5041 Rechargeable Flash Light,"flash light, Led light, LED light, Rechargeable light, battery, torch, krypton light, krypton flashlight, Emergency light",
KNFL5055,KNFL5055,Krypton,Krypton KNFL5055 Plastic Torch,"• Battery: 4V 400mAh sealed lead-acid Rechargeable battery 
 • Light source: 0.5W+9×0.5W Hi-power led light
 • Charge time: 8-10 hours
 • Ac 220-240V 50/60Hz 5W",Krypton KNFL5055 Plastic Torch,"flash light, Led light, LED light, Rechargeable light, battery, torch, Krypton light, Krypton flashlight, Emergency light",
KNFL5085,KNFL5085,Krypton,Krypton KNFL5085 Plastic Torch,"• Plastic Torch 1x80
 • Battery:3.7v 1200 Mah Lithium Battery
 • With Micro Usb
 • Light Source:3w High Power Led
 • Input Dc:5v",Krypton KNFL5085 Plastic Torch,"flash light, Led light, LED light, Rechargeable light, battery, torch, Krypton light, Krypton flashlight, Emergency light",
KNFL5087,KNFL5087,Krypton,Krypton KNFL5087 Rechargeable Flash Light,"• Light source: 1W LED+2W cob light
 • Battery: 4V 400mAh sealed lead-acid Rechargeable battery
 • Micro USB Charge
 • Work time : torch: 1.5 hours - Light: 1 hour
 • Input DC: 5V",Krypton KNFL5087 Rechargeable Flash Light,"flash light, Led light, LED light, Rechargeable light, battery, torch, Krypton light, Krypton flashlight, Emergency light",
KNFL5093,KNFL5093,Krypton,Krypton KNFL5093 Rechargeable Flash Light,"• Battery:4V 900mah Sealed - Lead-Acid Rechargeable Battery
 • 1pcs+12pcs Hi-Power Led
 • Full Charge Indicator
 • Duration:2-3hours(1pc 3w Led) - 2-3 Hours(12pcs Smd Led)
 • Ac:220-240v 50/60Hz 3w+2.4w",Krypton KNFL5093 Rechargeable Flash Light,"flash light, Led light, LED light, Rechargeable light, battery, torch, Krypton light, Krypton flashlight, Emergency light",
KNFL5118,KNFL5118,Krypton,Krypton KNFL5118 Rechargeable Flash Light,"• FLASH LIGHT 2 SC 1X40
 • High Capacity Rechargeable 3.7V 1500mah Lithium-Ion Battery.
 • Hyper Bright CREE LED.
 • High Polished Reflector Withstands Extreme Temperatures And Delivers Superior Optical Performance.",Krypton KNFL5118 Rechargeable Flash Light,"flash light, Led light, LED light, Rechargeable light, battery, torch, Krypton light, Krypton flashlight, Emergency light",
KNFL5119,KNFL5119,Krypton,Krypton KNFL5119 Rechargeable Flash Light,"• High Capacity Rechargeable3.6V 1900mAh N1-CD Battery
 • Hyper bright CREE LED 
 • High polished reflector withstands extreme temperatures and delivers superior optical performance
 • High Quality tempered unbreakable lens
 • Precision machined high strength aluminum alloy flashlight case
 • Anodized inside and out for improved corrosion resistance and durability
 • Water resistant seals throughout the flashlight protect all international components from harsh environmental conditions",Krypton KNFL5119 Rechargeable Flash Light,"flash light, Led light, LED light, Rechargeable light, battery, torch, Krypton light, Krypton flashlight, Emergency light",
KNFL5120,KNFL5120,Krypton,Krypton KNFL5120 Rechargeable Flash Light,"• RechargeableFlash Light Cree Led 1x20
 • High Capacity Rechargeable 600mah Battery.
 • Hyper Bright Cree Led
 • High Polished Reflector Withstands Extreme Temperatures And Delivers Supperior Optical Performance
 • High Quality Tempered Unbreakable Lens
 • Precision Machined High Strength Aluminum Alloy Flashlight Case
 • Anodized Inside And Out For Improved Corrosion Resistance And Durability
 • Water Resistant Sales Throughout The Flashlight Protect All International Components From Harsh Environmental Conditions",Krypton KNFL5120 Rechargeable Flash Light,"flash light, Led light, LED light, Rechargeable light, battery, torch, Krypton light, Krypton flashlight, Emergency light",
KNFL5121,KNFL5121,Krypton,Krypton KNFL5121 Rechargeable Flash Light,"• Rechargeable Flash Light 600mah Battery 1x20
 • High Capacity Rechargeable 600mah Battery.
 • Hyper Bright Cree Led
 • High Polished Reflector Withstands Extreme Temperatures And Delivers Supperior Optical Performance
 • High Quality Tempered Unbreakable Lens
 • Precision Machined High Strength Aluminum Alloy Flashlight Case
 • Anodized Inside And Out For Improved Corrosion Resistance And Durability
 • Water Resistant Sales Throughout The Flashlight Protect All International Components From Harsh Environmental Conditions",Krypton KNFL5121 Rechargeable Flash Light,"flash light, Led light, LED light, Rechargeable light, battery, torch, Krypton light, Krypton flashlight, Emergency light",
KNFL5123,KNFL5123,Krypton,Krypton KNFL5123 Rechargeable Flash Light,"• High Capacity Rechargeable 1500 mAh LI-ION Battery
 • Hyper bright CREE LED
 • High polished reflector withstands extreme temperatures and delivers superior optical performance
 • High Quality tempered unbreakable lens
 • Precision machined high strength aluminum alloy flashlight case
 • Anodized inside and out for improved corrosion resistance and durability
 • Water resistant seals throughout the flashlight protect all international components from harsh environmental conditions.",Krypton KNFL5123 Rechargeable Flash Light,"flash light, Led light, LED light, Rechargeable light, battery, torch, Krypton light, Krypton flashlight, Emergency light",
KNFL5124,KNFL5124,Krypton,Krypton KNFL5124 Rechargeable Flash Light,"• High Capacity Rechargeable 3000 mAh LI-ION Battery
 • Hyper bright CREE LED
 • High polished reflector withstands extreme temperatures and delivers superior optical performance
 • High Quality tempered unbreakable lens
 • Precision machined high strength aluminum alloy flashlight case
 • Anodized inside and out for improved corrosion resistance and durability
 • Water resistant seals throughout the flashlight protect all international components from harsh environmental conditions",Krypton KNFL5124 Rechargeable Flash Light,"flash light, Led light, LED light, Rechargeable light, battery, torch, Krypton light, Krypton flashlight, Emergency light",
KNFL5125,KNFL5125,Krypton,Krypton KNFL5125 Rechargeable Flash Light,"• High Capacity Rechargeable 3000 mAh Ni-Cd Battery. • . . . . 
 • Hyper bright CREE LED 
 • High polished reflector withstands extreme temperatures and delivers superior optical performance
 • High Quality tempered unbreakable lens
 • Precision machined high strength aluminum alloy flashlight case
 • Anodized inside and out for improved corrosion resistance and durability. 
 • 71 Water resistant seals throughout the flashlight protect all international components from harsh environmental conditions.",Krypton KNFL5125 Rechargeable Flash Light,"flash light, Led light, LED light, Rechargeable light, battery, torch, Krypton light, Krypton flashlight, Emergency light",
KNFL5126,KNFL5126,Krypton,Krypton KNFL5126 Rechargeable Flash Light,"• Battery: 3.7V 1200mAh Lithium battery 
 • Light source:2W+3WCOB 
 • Duration: 5 hours/ torch light 
 • 3 hours /COBlight 
 • Input DC :5V 
 • With USB output function",Krypton KNFL5126 Rechargeable Flash Light,"flash light, Led light, LED light, Rechargeable light, battery, torch, Krypton light, Krypton flashlight, Emergency light",
KNFL5131,KNFL5131,Krypton,Krypton KNFL5131 Rechargeable Flash Light,"• Flash Light 10w High Power T6 Led 1x16
 • High Capacity Rechargeable 6.0v 3000mah Ni-Cd Battery.
 • Hyper Bright Cree Led.
 • High Polished Reflector Withstands Extreme Temperatures And Delivers Superior Optical Performance.
 • High Quality Tempered Unbreakable Lens.
 • Precision Machined High Strength Aluminum Alloy Flashlight Case.
 • Anodized Inside And Out For Improved Corrosion Resistance And Durability.
 • Water Resistant Seals Throughout The Flashlight Protect All International Components From Harsh Environmental Conditions.",Krypton KNFL5131 Rechargeable Flash Light,"flash light, Led light, LED light, Rechargeable light, battery, torch, Krypton light, Krypton flashlight, Emergency light",
KNFL5140,KNFL5140,Krypton,Krypton KNFL5140 Rechargeable Flash Light,"• High capacity Rechargeable 1900mAh Battery
 • Hyper bright CREE LED.
 • High polished reflector withstands extreme temperatures and delivers superior optical performance.
 • High Quality tempered unbreakable lens.
 • Precision machined high strength aluminum alloy flashlight case.
 • Anodized inside and out for improved corrosion resistance and durability.
 • Water resistant seals throughout the flashlight protect all international components from harsh environmental conditions.",Krypton KNFL5140 Rechargeable Flash Light,"flash light, Led light, LED light, Rechargeable light, battery, torch, Krypton light, Krypton flashlight, Emergency light",
KNFL5141,KNFL5141,Krypton,Krypton KNFL5141 Rechargeable Flash Light,"• High capacity Rechargeable 1900mAh Battery
 • Hyper bright CREE LED.
 • High polished reflector withstands extreme temperatures and delivers superior optical performance.
 • High Quality tempered unbreakable lens.
 • Precision machined high strength aluminum alloy flashlight case.
 • Anodized inside and out for improved corrosion resistance and durability.
 • Water resistant seals throughout the flashlight protect all international components from harsh environmental conditions.",Krypton KNFL5141 Rechargeable Flash Light,"flash light, Led light, LED light, Rechargeable light, battery, torch, Krypton light, Krypton flashlight, Emergency light",
KNFL5142,KNFL5142,Krypton,Krypton KNFL5142 Rechargeable Flash Light,"• High capacity Rechargeable 1900mAh Battery
 • Hyper bright CREE LED.
 • High polished reflector withstands extreme temperatures and delivers superior optical performance.
 • High Quality tempered unbreakable lens.
 • Precision machined high strength aluminum alloy flashlight case.
 • Anodized inside and out for improved corrosion resistance and durability.
 • Water resistant seals throughout the flashlight protect all international components from harsh environmental conditions.",Krypton KNFL5142 Rechargeable Flash Light,"flash light, Led light, LED light, Rechargeable light, battery, torch, Krypton light, Krypton flashlight, Emergency light",
KNGC6002,KNGC6002,Krypton,Krypton KNGC6002 Glass Double Burner,"• 720X380X7mm Tempered Glass Panel
 • 90+70,140g Brass India Burner Cap
 • cast iron Burner
 • 430# Stainless Steel Drip Pan
 • Four Feet Positioning Enamel Grate
 • 0.36mm 201# Light S/S Bottom
 • Auto Ignition
 • Electroplate Iron Inlet Pipe
 • Light black knob",Krypton KNGC6002 Glass Double Burner,"gas burner, krypton gas, cooking gas, cooking gas stove, cookwares, kitchen appliances, krypton kitchen appliances",
KNGC6014,KNGC6014,Krypton,Krypton KNGC6014 Glass Double Burner,"• Double Burner Glass-top Gas Stove 1X1
 • Double indian brass burner: 70mm+90mm
 • Stainless steel frame and tray
 • Tempered glass top
 • With FFD (flame failure safety device)
 • Rated therma current(KW): 4.5KW(327.5g/j)
 • Heavy cast iron mixing tube
 • Gas type: G30
 • LPG with 2800 pa
 • Low gas consumption
 • Fuel efficient brass burners
 • Auto piezo ignition",Krypton KNGC6014 Glass Double Burner,"gas burner, krypton gas, cooking gas, cooking gas stove, cookwares, kitchen appliances, krypton kitchen appliances",
KNGC6034,KNGC6034,Krypton,Krypton KNGC6034 Stainless Steel Double Burner,"• Double Burner Gas Stove
 • Stainless Steel Body
 • Low Gas Consumption
 • Easy To Clean
 • Improved Gas Flow For Efficient Heating",Krypton KNGC6034 Stainless Steel Double Burner,"gas burner, krypton gas, cooking gas, cooking gas stove, cookwares, kitchen appliances, krypton kitchen appliances",
KNGC6044,KNGC6044,Krypton,Krypton KNGC6044 Stainless Steel Single Burner,"• 0.40mm Stainless steel body
 • 90mmBrass India Burner Cap
 • cast iron Burner
 • FourFeet Positioning Enamel Grate
 • Auto Ignition
 • Electroplate Iron Inlet Pipe
 • Light black knob",Krypton KNGC6044 Stainless Steel Single Burner,"gas burner, krypton gas, cooking gas, cooking gas stove, cookwares, kitchen appliances, krypton kitchen appliances",
KNGC6060,KNGC6060,Krypton,Krypton KNGC6060 Glass Tripple Burner,"• 720x380x7mm Tempered Glass Panel
 • Brass India Burner Cap
 • Cast Iron Burner
 • Cast Iron Burner
 • Stainless Steel Frame And Tray
 • Auto Ignition
 • Auto Ignition
 • Light Black Knob",Krypton KNGC6060 Glass Tripple Burner,"gas burner, krypton gas, cooking gas, cooking gas stove, cookwares, kitchen appliances, krypton kitchen appliances",
KNGM6064,KNGM6064,Krypton,Krypton KNGM6064 Sandwich Maker,"• 2Slice Sandwich Maker/Grill Plate 1X8
 • Cool-touch housing
 • Grill baking plates
 • Stand upright for compact 
 • storage and space saving
 • Non-stick coated plates for 
 • easy cleaning
 • Skid-resistant feet
 • Power on&ready light
 • AC:220-240V 50/60Hz 650-760W",Krypton KNGM6064 Sandwich Maker,"sandwick maker, sandwich toaster, sandwich making, kitchen acessory, snacks maker, krypton sandwich maker",
KNH6018,KNH6018,Krypton,Krypton KNH6018 Hair Straightener,"• Hair Straightener 1X24
 • 220-240V,50/60HZ
 • Wet and dry function
 • 360° swivel cord
 • AC:220-240V 50/60Hz 35W",Krypton KNH6018 Hair Straightener,"health and beauty, personal care products, geepas hair styler, best hair styler, hair stylr, hair styling, hair styling accessory, electric hair styling, hair tools, beauty hair tools, beauty tools, hair straightener, hair straightner, hair iron, hair care",
KNH6028,KNH6028,Krypton,Krypton KNH6028 Hair Styler,"• Hair Styler
 • 1 speed & 3 heat setting with cool function
 • 360°swivel cord
 • Safety cut off
 • 6 attachments 
 • AC: 220-240V 50/60Hz 800W",Krypton KNH6028 Hair Styler,"health and beauty, personal care products, krypton hair styler, best hair styler, hair stylr, hair styling, hair styling accessory, electric hair styling, hair tools, beauty hair tools, beauty tools, multifunctional styler",
KNH6052,KNH6052,Krypton,Krypton KNH6052 Hair Styler,"• 5 In 1 Hair Styler
 • 1 speed & 3 heat setting with cool function
 • 360°swivel cord
 • Safety cut off
 • 4 attachments 
 • AC: 220-240V 50/60Hz 800W",Krypton KNH6052 Hair Styler,"health and beauty, personal care products, krypton hair styler, best hair styler, hair stylr, hair styling, hair styling accessory, electric hair styling, hair tools, beauty hair tools, beauty tools, multifunctional styler",
KNH6056,KNH6056,Krypton,Krypton KNH6056 Hair Dryer,"• Hair Dryer
 • 2 heating&2 speed settings
 • Foldable Handle
 • Hanging Loop
 • With concentrator
 • AC:220-240V 50/60Hz 1000-1200W",Krypton KNH6056 Hair Dryer,"health and beauty, personal care products, hair dryer, krypton hair dryer, best hair dryer, hair dryr, hair styling, hair styling accessory, electric hair styling, hair tools, beauty hair tools, beauty tools",
KNH6081,KNH6081,Krypton,Krypton KNH6081 Hair Styler,"• Straightener
 • blow brush
 • Easy to operate 
 • 1 Speed with 3 Temperature 
 • 360 Degree Swivel cord 
 • AC 220V - 240V 50/60 Hz 800W",Krypton KNH6081 Hair Styler,"health and beauty, personal care products, hair dryer, krypton hair dryer, best hair dryer, hair dryr, hair styling, hair styling accessory, electric hair styling, hair tools, beauty hair tools, beauty tools",
KNH6085,KNH6085,Krypton,Krypton KNH6085 Hair Straightener,"• Hair Straightener/Cermic Coted Plate
 • With ON/OFF Switch
 • With PTC Heater
 • Temperature: 215°C + -15 'C
 • With 360 ° Swivel Cord Sheet & Hang Loop
 • AC: 110-240V 50-60Hz 42W",Krypton KNH6085 Hair Straightener,"health and beauty, personal care products, geepas hair styler, best hair styler, hair stylr, hair styling, hair styling accessory, electric hair styling, hair tools, beauty hair tools, beauty tools, hair straightener, hair straightner, hair iron, hair care",
KNH6086,KNH6086,Krypton,Krypton KNH6086 Hair Straightener,"• Hair Straightener/Ceramic Coted Plate
 • ON/OFF Button With Indicator
 • PTC Heater
 • Lockable Handle
 • Temperature:215°C + -15 °C
 • With 360 ° Swivel Cord Sheet & Hang Loop
 • AC: 110-240V 50-60Hz 35W",Krypton KNH6086 Hair Straightener,"health and beauty, personal care products, geepas hair styler, best hair styler, hair stylr, hair styling, hair styling accessory, electric hair styling, hair tools, beauty hair tools, beauty tools, hair straightener, hair straightner, hair iron, hair care",
KNH6087,KNH6087,Krypton,Krypton KNH6087 Hair Dryer,"• Hair Dryer 
 • DC Motor 
 • 2 Speeds/3 Heat Settings
 • Cool Shot Function
 • With Concentrator
 • AC: 220-240V 50-60Hz 1800-2200W",Krypton KNH6087 Hair Dryer,"health and beauty, personal care products, hair dryer, krypton hair dryer, best hair dryer, hair dryr, hair styling, hair styling accessory, electric hair styling, hair tools, beauty hair tools, beauty tools",
KNH6109,KNH6109,Krypton,Krypton KNH6109 Hair Dryer,"• Dc Motor
 • 2 Speeds 3 Heat Settings
 • Cool Shot Function
 • Hang-Up Hook
 • Ac:220-240v 50-60hz 2000-2400w",Krypton KNH6109 Hair Dryer,"health and beauty, personal care products, hair dryer, krypton hair dryer, best hair dryer, hair dryr, hair styling, hair styling accessory, electric hair styling, hair tools, beauty hair tools, beauty tools",
KNH6110,KNH6110,Krypton,Krypton KNH6110 Hair Straightener,"• Temperature control 100-:200 ℃
 • 360 degree swivel cord
 • AC 220-240V 50/60Hz 60W",Krypton KNH6110 Hair Straightener,"health and beauty, personal care products, geepas hair styler, best hair styler, hair stylr, hair styling, hair styling accessory, electric hair styling, hair tools, beauty hair tools, beauty tools, hair straightener, hair straightner, hair iron, hair care",
KNHB6043,KNHB6043,Krypton,Krypton KNHB6043 Hand Blender,"• 7 Speed Hand Mixer
 • 2 Beaters For Eggs And Cream
 • 2 Hooks For Mixing Dough
 • 220-240v50/60hz150w",Krypton KNHB6043 Hand Blender,"blender, Blender, kitchen blender, blender jar, hand blender, cooking acessory, kitchen items, multifunctional blender, blnder",
KNHB6077,KNHB6077,Krypton,Krypton KNHB6077 Hand Blender,"• Hand Blender/1Sped/Det Stick/SsBlade
 • Rated Voltage -AC:220-240V
 • Rated Power -200W
 • Rated Frequency-50/60Hz
 • Speed - 1 speed
 • Motor -AC motor
 • Material - ABS and stainless steel
 • Function - Blending ,juicing and other baby food",Krypton KNHB6077 Hand Blender,"blender, Blender, kitchen blender, blender jar, hand blender, cooking acessory, kitchen items, multifunctional blender, blnder",
KNHB6078,KNHB6078,Krypton,Krypton KNHB6078 Hand Blender,"• 304 High strength stainless steel blade 
 • Rated Voltage AC:220-240V
 • Rated Power: 200W
 • Rated Frequency :50/60Hz
 • Speed : 1 speed 
 • Motor : AC motor
 • Material : ABS and stainless steel 
 • Function :Blending ,juicing and other baby food",Krypton KNHB6078 Hand Blender,"blender, Blender, kitchen blender, blender jar, hand blender, cooking acessory, kitchen items, multifunctional blender, blnder",
KNHB6079,KNHB6079,Krypton,Krypton KNHB6079 Hand Blender,"• Rated Voltage :220-240V
 • Rated Power :400W
 • Rated Frequency :50/60Hz
 • Speeds : 2 speeds
 • Motor :DC motor
 • Material: ABS and stainless steel
 • Function :Blending ,juicing ,egg beating, chopping meat and other baby food",Krypton KNHB6079 Hand Blender,"blender, Blender, kitchen blender, blender jar, hand blender, cooking acessory, kitchen items, multifunctional blender, blnder",
KNHL5001,KNHL5001,Krypton,Krypton KNHL5001 Helogen Search Light,"• Power Source: AC 220V-240V 50/6Hz
 • Battery: 4V 900mah Sealed Lead-Acid Rechargeable Battery
 • Light Source: 3W Hi-Power LED
 • Charge Time: 6-8 Hours 
 • Duration: Torch: 1hours/Strong Light: 
 • Hours/Weak Light
 • Dimension: 76x76x86mm",Krypton KNHL5001 Helogen Search Light,"LED lantern, led light, led krypton search light, Rechargeable lamp, bright light, search light, combo pack, flash light,",
KNHL5344,KNHL5344,Krypton,Krypton KNHL5344 Helogen Search Light,"• 90 Degree Rotation
 • Battery: 1500mah Rechargeable Battery
 • Super Brightness 10w T6,
 • Bulb (400-500lm)
 • 4 Hours Charging Time
 • 4-6 Hours Working Time
 • Ac: 100-250v 50/60hz",Krypton KNHL5344 Helogen Search Light,"LED lantern, led light, led krypton search light, Rechargeable lamp, bright light, search light, combo pack, flash light,",
KNHM5116,KNHM5116,Krypton,Krypton KNHM5116 Hand Mixer,"• 7 speed hand mixer
 • 2 beaters for eggs and cream
 • 2 hooks for mixing dough
 • AC:220-240V 50/60Hz 150W",Krypton KNHM5116 Hand Mixer,"mixer, Mixer, mixer with jar, jar mixer, mixr, grinder, Grinder, Kitchen items, kitchen accessory, hand mixer, hand grinder, grindr, good mixer",
KNHP5305,KNHP5305,Krypton,Krypton KNHP5305 Hot Plate,"• Single solid plate of 155mm
 • Operating on/off indicator light;
 • Various heat operations;
 • Auto-thermostat; 
 • Overheat protection;
 • Product size: 220X240X70mm
 • AC 220-240V 50/60Hz
 • Power: 1000W",Krypton KNHP5305 Hot Plate,"hot plate, food warmer, kitchen appliances, kitchen tools, krypton hot plate, food heater, heater, electric food warmer, electric hot plate",
KNHP5306,KNHP5306,Krypton,Krypton KNHP5306 Hot Plate,"• Double solid plate of 155+155mm
 • Operating on/off indicator light;
 • Various heat operations;
 • Auto-thermostat; 
 • Overheat protection;
 • Product size: 460x260X70mm
 • AC 220-240V 50/60Hz
 • Power: 2000W",Krypton KNHP5306 Hot Plate,"hot plate, food warmer, kitchen appliances, kitchen tools, krypton hot plate, food heater, heater, electric food warmer, electric hot plate",
